longid	txid	id	DnaBinding	ProtBinding	Coregulator
maker-scaffold-mi10-augustus-gene-3.16	crovir-transcript-12391	RBM14	FALSE	FALSE	TRUE
maker-scaffold-mi10-augustus-gene-0.14	crovir-transcript-12359	PIAS1	FALSE	FALSE	TRUE
maker-scaffold-mi1-augustus-gene-69.6	crovir-transcript-13056	PML	FALSE	FALSE	TRUE
maker-scaffold-mi1-augustus-gene-66.19	crovir-transcript-13037	POU2AF1	FALSE	FALSE	TRUE
maker-scaffold-mi1-augustus-gene-58.8	crovir-transcript-12928	KAT6A	FALSE	FALSE	TRUE
maker-scaffold-ma6-augustus-gene-83.4	crovir-transcript-11818	YAF2	FALSE	FALSE	TRUE
maker-scaffold-ma6-augustus-gene-189.2	crovir-transcript-12208	HIPK2	FALSE	FALSE	TRUE
maker-scaffold-ma6-augustus-gene-185.13	crovir-transcript-12187	TDG	FALSE	FALSE	TRUE
maker-scaffold-ma6-augustus-gene-174.5	crovir-transcript-12151	RBFOX2	FALSE	FALSE	TRUE
maker-scaffold-ma6-augustus-gene-165.18	crovir-transcript-12097	DDX17	FALSE	FALSE	TRUE
maker-scaffold-ma6-augustus-gene-160.6	crovir-transcript-12072	MKL1	FALSE	FALSE	TRUE
maker-scaffold-ma6-augustus-gene-155.4	crovir-transcript-12040	ATF7IP	FALSE	FALSE	TRUE
maker-scaffold-ma5-augustus-gene-78.10	crovir-transcript-10342	ANKRD1	FALSE	FALSE	TRUE
maker-scaffold-ma5-augustus-gene-42.10	crovir-transcript-10256	PCBD1	FALSE	FALSE	TRUE
maker-scaffold-ma5-augustus-gene-278.6	crovir-transcript-10952	PIAS2	FALSE	FALSE	TRUE
maker-scaffold-ma5-augustus-gene-224.5	crovir-transcript-10813	WWTR1	FALSE	FALSE	TRUE
maker-scaffold-ma5-augustus-gene-163.21	crovir-transcript-10568	ANKRD2	FALSE	FALSE	TRUE
maker-scaffold-ma5-augustus-gene-162.6	crovir-transcript-10564	PPRC1	FALSE	FALSE	TRUE
maker-scaffold-ma5-augustus-gene-156.12	crovir-transcript-10545	SUFU	FALSE	FALSE	TRUE
maker-scaffold-ma4-augustus-gene-99.5	crovir-transcript-3386	FHL2	FALSE	FALSE	TRUE
maker-scaffold-ma4-augustus-gene-325.22	crovir-transcript-4062	MED17	FALSE	FALSE	TRUE
maker-scaffold-ma4-augustus-gene-265.16	crovir-transcript-3830	NFKBIZ	FALSE	FALSE	TRUE
maker-scaffold-ma4-augustus-gene-245.14	crovir-transcript-3779	CREG1	FALSE	FALSE	TRUE
maker-scaffold-ma4-augustus-gene-184.6	crovir-transcript-3590	MED14	FALSE	FALSE	TRUE
maker-scaffold-ma4-augustus-gene-183.6	crovir-transcript-3588	BCOR	FALSE	FALSE	TRUE
maker-scaffold-ma4-augustus-gene-143.3	crovir-transcript-3486	TBL1X	FALSE	FALSE	TRUE
maker-scaffold-ma4-augustus-gene-113.5	crovir-transcript-3435	UBE3A	FALSE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-92.11	crovir-transcript-5055	COPS5	FALSE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-59.14	crovir-transcript-4948	MTDH	FALSE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-548.9	crovir-transcript-6554	ZMYND8	FALSE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-526.8	crovir-transcript-6482	NCOA6	FALSE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-470.12	crovir-transcript-6227	TAF11	FALSE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-46.9	crovir-transcript-4898	ENY2	FALSE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-377.6	crovir-transcript-5855	BCL10	FALSE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-36.8	crovir-transcript-4885	MED30	FALSE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-289.5	crovir-transcript-5598	DHX9	FALSE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-271.8	crovir-transcript-5542	HDAC3	TRUE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-171.14	crovir-transcript-5290	GMNN	FALSE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-127.3	crovir-transcript-5171	RBBP8	FALSE	FALSE	TRUE
maker-scaffold-ma3-augustus-gene-122.5	crovir-transcript-5151	KCTD1	FALSE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-705.16	crovir-transcript-15748	CDK7	FALSE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-704.7	crovir-transcript-15731	JMY	FALSE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-567.5	crovir-transcript-15375	PSIP1	FALSE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-524.10	crovir-transcript-15280	SUPT20H	FALSE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-462.6	crovir-transcript-14997	CARM1	FALSE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-457.18	crovir-transcript-14961	GTF2F1	FALSE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-432.14	crovir-transcript-14748	ABT1	FALSE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-403.4	crovir-transcript-14590	NAB2	FALSE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-397.3	crovir-transcript-14564	HDAC7	FALSE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-235.4	crovir-transcript-13954	TCERG1	FALSE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-185.10	crovir-transcript-13785	MED7	FALSE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-163.14	crovir-transcript-13660	HYAL2	FALSE	FALSE	TRUE
maker-scaffold-ma2-augustus-gene-106.6	crovir-transcript-13460	RUVBL1	FALSE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-947.8	crovir-transcript-9717	GTF2A1L	FALSE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-89.8	crovir-transcript-7075	SETD3	FALSE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-853.2	crovir-transcript-9412	TFB2M	FALSE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-851.15	crovir-transcript-9458	HNRNPU	FALSE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-771.4	crovir-transcript-9145	MED23	FALSE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-595.2	crovir-transcript-8658	NPM1	FALSE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-558.4	crovir-transcript-8566	SUPT3H	FALSE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-439.11	crovir-transcript-8244	SMARCB1	FALSE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-31.11	crovir-transcript-6891	MED26	FALSE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-240.2	crovir-transcript-7537	CCND1	FALSE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-193.19	crovir-transcript-7459	MED6	FALSE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-1014.10	crovir-transcript-10060	MYBBP1A	FALSE	FALSE	TRUE
maker-scaffold-ma1-augustus-gene-1008.10	crovir-transcript-9997	C1QBP	FALSE	FALSE	TRUE
maker-scaffold-39-augustus-gene-0.5	NA	MED13	FALSE	FALSE	TRUE
maker-scaffold-177-augustus-gene-0.2	NA	SND1	FALSE	FALSE	TRUE
maker-scaffold-13-augustus-gene-0.18	NA	PEX14	FALSE	FALSE	TRUE
maker-scaffold-10-augustus-gene-4.5	NA	PPARGC1A	FALSE	FALSE	TRUE
augustus_masked-scaffold-Z-processed-gene-355.6	crovir-transcript-3018	SRCAP	FALSE	FALSE	TRUE
augustus_masked-scaffold-Z-processed-gene-134.2	crovir-transcript-2096	KAT2B	FALSE	FALSE	TRUE
augustus_masked-scaffold-Z-processed-gene-109.1	crovir-transcript-1995	HDAC9	FALSE	FALSE	TRUE
augustus_masked-scaffold-mi7-processed-gene-39.4	crovir-transcript-1624	CIITA	FALSE	FALSE	TRUE
augustus_masked-scaffold-mi7-processed-gene-28.5	crovir-transcript-1490	MED27	FALSE	FALSE	TRUE
augustus_masked-scaffold-mi5-processed-gene-6.3	crovir-transcript-319	TRRAP	FALSE	FALSE	TRUE
augustus_masked-scaffold-mi5-processed-gene-14.7	crovir-transcript-411	MKL2	FALSE	FALSE	TRUE
augustus_masked-scaffold-mi4-processed-gene-8.4	crovir-transcript-30	RLIM	FALSE	FALSE	TRUE
augustus_masked-scaffold-mi2-processed-gene-32.2	crovir-transcript-848	NFKBID	FALSE	FALSE	TRUE
augustus_masked-scaffold-ma4-processed-gene-318.7	crovir-transcript-4030	BIRC2	FALSE	FALSE	TRUE
augustus_masked-scaffold-ma2-processed-gene-56.2	crovir-transcript-13357	TMF1	FALSE	FALSE	TRUE
augustus_masked-scaffold-ma2-processed-gene-460.1	crovir-transcript-14989	SMARCA2	FALSE	FALSE	TRUE
augustus_masked-scaffold-ma2-processed-gene-460.1	crovir-transcript-14989	SMARCA4	FALSE	FALSE	TRUE
augustus_masked-scaffold-ma2-processed-gene-249.0	crovir-transcript-13988	PPARGC1B	FALSE	FALSE	TRUE
augustus_masked-scaffold-ma1-processed-gene-535.0	crovir-transcript-8552	HDAC4	FALSE	FALSE	TRUE
augustus_masked-scaffold-962-processed-gene-0.0	NA	DAXX	FALSE	FALSE	TRUE
augustus_masked-scaffold-449-processed-gene-0.0	NA	SIRT6	FALSE	FALSE	TRUE
augustus_masked-scaffold-320-processed-gene-0.0	NA	PIAS4	FALSE	FALSE	TRUE
augustus_masked-scaffold-11-processed-gene-3.2	NA	TRIM32	FALSE	FALSE	TRUE
